Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Middle East & North Africa,MEA,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,9.113453574,11.11078777,12.41459044,12.40366105,11.10494298,11.94272908,10.27715905,11.8496733,10.53397099,14.21446223,17.93617204,16.4047091,14.36960743,14.96808655,13.08588256,10.83033111,9.519366782,9.319415115,9.586167963,8.237767841,9.581786622,8.407612532,7.755492982,7.666096413,8.743661986,9.369650138,9.503074309,11.23037715,10.70864951,9.368391316,10.83458277,9.736555009,8.763644621,6.609030467,7.238447936,7.368268567,7.67855369,4.431166988,4.124849838,4.088693174,4.906596974,3.548129739,3.364728379,4.521822998,8.27152432,8.027082658,9.018130851,9.052097761,7.76293339,10.29761061,11.02733629,8.589452661,4.41069435,13.2462925,12.98695452,12.68465517,11.6271225,2.470530547,2.379831679,1.709778986,2.083172692,,,
Middle East & North Africa,MEA,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1.126105337,0.891723188,1.600594105,1.403118984,1.716311032,1.90051797,1.48680565,1.270108996,1.132635594,0.882950671,1.224987724,1.205423627,1.710566793,1.927283949,2.390797577,2.326805856,1.425423872,1.292688324,1.046694259,1.082746304,1.140999073,1.402462588,1.614515574,1.95333975,2.221846744,2.493150783,2.177825674,2.407173318,2.160683156,2.250251973,1.820577748,1.709337176,1.415741246,1.883560919,1.862836206,2.173763328,2.542612662,2.726892939,2.488916147,2.095449104,2.240610571,2.674817504,2.667607608,2.757668449,2.611632317,2.720545663,2.471367572,2.438540071,2.479050907,2.632381943,2.917222845,3.271657497,3.031945614,2.7898091,2.644009507,2.62107212,2.616847601,2.901753618,2.816583406,3.225483699,3.244703973,,,
Middle East & North Africa,MEA,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,79.87368749,77.98108882,77.03105265,75.62342874,75.89740895,73.77673818,75.79950804,74.71574561,75.94911531,73.07468448,68.25821852,69.96404962,71.22326807,72.66681023,73.49761562,77.65476887,80.41339378,81.63986096,82.25937324,82.78293266,81.67661715,82.83247138,83.11493169,82.49638736,80.26526796,78.62509505,79.04871263,75.95407074,76.32636634,76.82628833,76.59034869,77.64825386,78.06768362,77.98545516,76.28930618,74.52365212,73.66288589,76.84369998,77.19252323,76.47239624,73.95809096,73.23271712,72.66839742,69.38231054,64.21005864,64.74788459,63.74821686,61.19716145,58.7011733,56.54517202,55.34996771,57.49055285,57.45007824,54.63513864,53.90146906,53.84588919,54.34821939,56.55490717,57.31723374,54.53377708,53.53709054,,,
Middle East & North Africa,MEA,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,,,,,,,,,,,,,,,,71.4256945,74.89880504,,77.61102788,74.89062049,71.32617549,71.36793585,75.1060304,74.31088722,,,,,,,,,75.88683855,75.02921537,,,,,,69.90488244,68.65356468,68.90617919,65.29599639,65.70764837,66.16166571,68.32362454,64.77308754,67.74996925,66.98693039,66.78730417,65.23395723,62.40924826,65.3365301,59.21044045,60.90537872,62.66788797,63.59221307,68.52898003,67.7379741,65.1346646,64.84805695,61.307207,,
Middle East & North Africa,MEA,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,,,,,,,,,,,,,,,,19.46587321,15.51617499,,13.82145765,14.36642203,15.39346971,15.51756182,13.85817941,14.60375615,,,,,,,,,14.59886531,14.24076741,,,,,,15.58535557,14.59776744,13.6832353,13.09784413,12.78819098,11.9965109,11.21185439,10.40072133,11.56165203,10.96689053,11.45423739,11.90160719,12.77456164,11.64384755,11.88981209,12.10099667,12.36513385,13.08099144,13.34902276,12.92432242,12.80323563,13.83541889,12.91203166,,
Middle East & North Africa,MEA,"Tariff rate, applied, weighted mean, primary products (%)",TM.TAX.TCOM.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,"Share of tariff lines with international peaks, primary products (%)",TM.TAX.TCOM.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.87,,19.29,12.55,10.72,21.21,35.63,14.16,18.83,13.33,14.33,12.48,14.05,11.2,8.24,5.8,6.47,5.2,6.08,5.44,8.59,6.24,4.28,4.08,3.83,4.08,4.06,4.86,,,,,,
Middle East & North Africa,MEA,"Share of tariff lines with international peaks, all products (%)",TM.TAX.MRCH.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.98922,,71.79836,46.95576,10.1924,75.71279,57.50118,25.5491,65.41333,19.48723,41.54211,31.48919,36.90454,29.29917,20.15354,17.50572,20.38802,13.95066,25.19699,17.52089,29.00648,18.49466,12.5776,10.53929,7.977519,8.579397,11.43056,8.818129,,,,,,
Middle East & North Africa,MEA,"Tariff rate, applied, weighted mean, manufactured products (%)",TM.TAX.MANF.WM.AR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,"Share of tariff lines with international peaks, manufactured products (%)",TM.TAX.MANF.IP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.46986378,40.45529,41.60575192,44.35539926,45.90659734,42.0783677,42.81810336,42.09319362,42.37281291,42.52789421,43.52037075,47.56021672,43.40871207,46.6259976,62.02384746,60.97743489,58.71132301,58.71508159,58.50849971,59.77625137,65.5446279,66.33313567,58.48279286,49.55606766,45.73381033,40.06713547,31.87941979,38.2779736,42.12601424,45.9465168,39.65672785,53.47262874,53.91938534,53.36209281,51.21134702,51.86533034,53.22471818,51.61471008,47.18609821,48.58333916,54.7745295,52.48473346,55.36670516,58.73587035,65.30163901,69.8232452,70.1628269,72.08850927,76.41132287,64.51191936,65.82125245,68.46696106,69.8879702,70.98311754,67.77171083,61.35985774,56.17565947,58.65708991,64.24028984,62.92090538,55.84727296,63.77774514,69.78228541,68.52999313
Middle East & North Africa,MEA,"International tourism, receipts for travel items (current US$)",ST.INT.TVLR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36172446996,36266354917,34563859565,35353348972,41233084167,47900452339,49203355718,53852200551,64843972360,73303608254,74568525240,87198991825,75499588536,79914175546,77568166173,85250476713,87085749551,86577051878,1.01103E+11,1.11815E+11,1.24024E+11,,,,
Middle East & North Africa,MEA,"International tourism, receipts (current US$)",ST.INT.RCPT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33689198280,39185640790,44964846791,51240603054,61230252060,69065343912,69352612762,80180356239,71917597407,78853040450,78684512628,88079100651,1.00067E+11,1.03732E+11,1.18783E+11,1.31897E+11,1.45144E+11,,,,
Middle East & North Africa,MEA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.8925686,35.65117452,36.42182371,37.20354574,38.01092974,38.84618055,39.63247737,40.36140564,41.09642842,41.84341478,42.60059633,43.33425368,44.07511709,44.83072314,45.56114584,46.26285012,46.99573789,47.68894063,48.28152937,48.86480899,49.4946127,50.11452029,50.71754447,51.31311531,51.89844448,52.45983672,53.02317653,53.50528333,53.90923736,54.29186349,54.67139034,55.01377578,55.50256367,55.94201498,56.34659912,56.69242754,57.03179543,57.38062383,57.74518934,58.11450111,58.48384266,58.85246821,59.19987688,59.53929047,59.88711223,60.29392406,60.74225179,61.17535257,61.60945019,62.04045199,62.41779732,62.67184957,62.9313265,63.2755312,63.65346648,64.05737008,64.39947162,64.71130668,65.021227,65.31316925,65.56004531,65.80670253,66.09023358,66.37234179
Middle East & North Africa,MEA,Rural population growth (annual %),SP.RUR.TOTL.ZG,,1.389117276,1.433442435,1.433254094,1.415760114,1.365663299,1.451797608,1.618463863,1.55882666,1.545803864,1.527457806,1.530816687,1.486343655,1.504922261,1.551462039,1.73641671,1.98531703,1.989986505,1.753306536,1.830084524,1.98454002,2.287294082,2.267112519,2.015585306,2.039479795,2.010892802,1.951559928,2.042189336,2.066956764,2.048090291,2.69619254,2.049888874,1.619205989,1.297151063,1.230809182,1.399984892,1.347630025,1.308504678,1.235210879,1.19528832,1.18753124,1.166405945,1.049271125,1.02876707,1.130515721,1.1014696,1.150212725,1.266915151,1.270377736,1.22729377,1.209457645,1.332404059,1.279081698,1.146279102,1.048242984,0.914304456,0.939406085,0.883478775,0.898153395,0.898527137,0.707693563,0.567987485,0.620031323,0.677425457
Middle East & North Africa,MEA,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.56238748,50.57731933,50.60201422,50.62805954,50.65838072,50.69210015,50.71054675,50.71361237,50.72029204,50.72950885,50.73912399,50.75043924,50.76128673,50.76769737,50.7751048,50.79809202,50.83054371,50.87062303,50.91990519,50.96502647,51.00204636,51.06452998,51.10594962,51.10450598,51.10728217,51.11365378,51.11953124,51.124005,51.13197641,51.14557053,51.14623377,51.15787091,51.18218025,51.20521262,51.2245859,51.2349661,51.24961579,51.27314856,51.2894066,51.29699196,51.30054404,51.30092743,51.30364513,51.31334103,51.32278555,51.351342,51.42613428,51.52777516,51.63041231,51.71364604,51.75264368,51.76749357,51.78059121,51.78851552,51.79625803,51.83017564,51.87050035,51.87844894,51.86728717,51.84010488,51.77518544,51.70904419,51.67297568,51.64141785
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,104958259,107670788,110538003,113518054,116624655,119831991,123155200,126678043,130258116,133970600,137811201,141732410,145744541,149964066,154334030,159064212,164465177,169960807,174922290,180155296,186021685,192641039,199419033,205927091,212683895,219522781,226490767,233512587,240428079,247406122,256203998,263445808,270652251,276897626,282903612,289154944,295366235,301680248,308041622,314472124,321037453,327691655,333949565,340215354,347044925,354462370,362633997,371324802,380294099,389332369,397997557,406045323,414117603,422790409,431664579,440506473,448917409,456885486,465073490,473201775,479966649,486174763,493279469,500787313
Middle East & North Africa,MEA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,80.67948461,81.63468329,82.37930172,83.02712141,83.45148741,83.73083807,84.02828444,84.25609506,84.36498526,84.37835169,84.35726665,84.30540344,84.22260867,84.07144741,83.84768387,83.76953805,83.86815323,83.78535778,83.54522741,83.32375672,83.09989944,82.49947917,81.95978667,81.80921192,81.62370633,81.37454437,81.07066214,80.70148612,80.21922781,79.55863646,78.57109286,77.22784705,76.06646397,75.0261971,73.68210074,71.85473001,69.83411585,67.62243413,65.34681102,63.12203093,60.9625781,58.90386511,57.0732875,55.38110924,53.75700071,52.20918628,50.61581689,49.08720088,47.90674784,47.07542294,46.54879239,46.37559016,46.42575363,46.62757647,46.95424537,47.24418987,47.33570825,47.29563777,47.18181701,46.96365221,46.782678,46.52826795,46.02579181,45.37592861
Middle East & North Africa,MEA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,0.359401244,0.360304418,0.361158252,0.362077695,0.363486676,0.365041108,0.36570538,0.365018358,0.362807117,0.359430749,0.355433984,0.351128959,0.346915423,0.34334673,0.340342754,0.337757289,0.335759824,0.334500055,0.333415127,0.333305652,0.334461332,0.335236756,0.336622538,0.339499041,0.342708783,0.346119322,0.349461746,0.353036668,0.356818794,0.360550383,0.362896219,0.366792526,0.370172658,0.374257316,0.377856445,0.379977129,0.383157386,0.388343078,0.394499205,0.401874688,0.410178266,0.419149485,0.429660548,0.440345843,0.45013661,0.459061067,0.466385334,0.472637484,0.479368242,0.487302975,0.496112024,0.506730314,0.517597444,0.527942803,0.537534575,0.546122723,0.555959414,0.567574184,0.578896186,0.589247285,0.593863911,0.589361711,0.58542978,0.591453924
Middle East & North Africa,MEA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1.028117173,1.01836094,1.011708397,1.006080527,1.00315081,1.002143803,0.997783548,0.990202184,0.98300236,0.976871412,0.971827191,0.968395529,0.967081035,0.966974629,0.96558611,0.965728423,0.969518191,0.96845873,0.960275976,0.9508312,0.940515184,0.927590026,0.913742031,0.900610989,0.888010579,0.87689004,0.867176125,0.859350371,0.85499764,0.857057472,0.863337082,0.878176904,0.896944556,0.918249881,0.937123858,0.952697544,0.970157271,0.98917696,1.003547995,1.015589736,1.028685562,1.041362536,1.054073042,1.064387119,1.07073835,1.071867314,1.067323373,1.059138682,1.048435753,1.037047968,1.02917663,1.026091655,1.02515234,1.026869946,1.033615936,1.048027702,1.07317232,1.110729108,1.156534316,1.20987745,1.26650654,1.316245963,1.36239903,1.41460019
Middle East & North Africa,MEA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,3.496479074,3.481995927,3.477689388,3.472647662,3.469284796,3.466897453,3.455577875,3.436781236,3.416390533,3.394958518,3.37283288,3.351109623,3.330638576,3.311775468,3.29074133,3.276734808,3.274739672,3.261358704,3.230159298,3.198055747,3.167132146,3.131178246,3.095338501,3.06642024,3.046210709,3.036937578,3.037298073,3.047769415,3.065367919,3.087454424,3.10392923,3.135062797,3.165793576,3.201472235,3.238466503,3.275630196,3.331613938,3.404835003,3.461467209,3.4994603,3.531563064,3.558757056,3.585683479,3.606399682,3.620031641,3.625552072,3.618732195,3.606671021,3.597834467,3.600761371,3.62221801,3.666205962,3.725155369,3.792748189,3.87186582,3.957911307,4.049282618,4.157557428,4.280839298,4.414037599,4.553978109,4.684185766,4.809424675,4.95899703
Middle East & North Africa,MEA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1.515592683,1.513236131,1.515665731,1.516009745,1.51431447,1.510737887,1.506863495,1.504810765,1.502425323,1.498181491,1.49125129,1.481958516,1.470772186,1.458501491,1.444177638,1.434177388,1.429665171,1.416378938,1.392981854,1.369487206,1.347499728,1.324947685,1.304051083,1.288437461,1.28105364,1.282804928,1.292853483,1.310742906,1.331868169,1.350667982,1.36150004,1.374265609,1.383471602,1.392319923,1.401829316,1.412571596,1.431530354,1.457814538,1.476103546,1.482892648,1.483059157,1.47900871,1.473641173,1.464797002,1.453397401,1.440589853,1.424460875,1.40855749,1.398916869,1.402162665,1.42132465,1.456684878,1.504586597,1.559703334,1.623144941,1.686403046,1.742231554,1.800174971,1.862543149,1.923122086,1.986770717,2.051998765,2.109642107,2.168063378
Middle East & North Africa,MEA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.74182178,2.732606148,2.725030713,2.711834957,2.692428489,2.666263917,2.633295009,2.596577026,2.557009003,2.518027592,2.482777286,2.450235583,2.419583443,2.395617648,2.38311753,2.386171795,2.402838855,2.424326901,2.445127965,2.45901746,2.462543003,2.456067411,2.4423092,2.426101078,2.411722027,2.401050169,2.394497677,2.393206593,2.392925146,2.389099427,2.373211254,2.360269108,2.346217408,2.325548613,2.295598098,2.263212978,2.238854585,2.222677602,2.209902783,2.207883714,2.224073655,2.259704424,2.314275706,2.382289684,2.469307155,2.564887649,2.647260556,2.715501489,2.776406044,2.835604451,2.904063849,2.987621036,3.070819665,3.148372423,3.224524163,3.301904126,3.377494571,3.45377524,3.535136718,3.61654561,3.70862484,3.814842374,3.913652757,4.009256932
Middle East & North Africa,MEA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,3.882527235,3.841252065,3.804569302,3.771965076,3.753073584,3.749571372,3.76146824,3.79002497,3.824432831,3.849986585,3.862301039,3.863114394,3.85290256,3.836385597,3.819345391,3.798892902,3.775248268,3.754136172,3.730442422,3.697497664,3.653075057,3.602652651,3.546776785,3.482320256,3.413503211,3.345760009,3.283133721,3.231089171,3.200177295,3.200944443,3.231159843,3.304433842,3.408590528,3.509866742,3.608423596,3.710619884,3.80381903,3.893021308,3.986130406,4.075041474,4.157547892,4.239271577,4.313679381,4.383526393,4.461503814,4.5350403,4.592120899,4.646651738,4.700329668,4.75427267,4.836531213,4.947776251,5.061446412,5.174917654,5.289490158,5.413771179,5.535558906,5.630897866,5.707055003,5.776420749,5.868256311,5.985710583,6.103202885,6.221076201
Middle East & North Africa,MEA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,5.593571915,5.596034273,5.582341172,5.555632434,5.529308303,5.504545631,5.476683437,5.447592786,5.415268047,5.370167089,5.307229694,5.232169753,5.151523918,5.064609837,4.969247337,4.85941784,4.73864323,4.633327839,4.56164809,4.530065474,4.545004169,4.62301255,4.734004582,4.84705081,4.979914092,5.113609783,5.227255978,5.332989196,5.43849173,5.534488134,5.616103516,5.719234277,5.807958577,5.85492668,5.89157434,5.945704808,5.993503107,6.046545988,6.129023765,6.225754249,6.328402561,6.439009171,6.546315124,6.650896709,6.749522804,6.826576228,6.898099135,6.977354835,7.060970951,7.164380017,7.293497251,7.432956988,7.575461025,7.715276332,7.833641849,7.922677485,8.000006264,8.078356276,8.157139052,8.224793681,8.260043477,8.264809122,8.228871496,8.150078504
Middle East & North Africa,MEA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,7.384427044,7.280137594,7.169458373,7.046175046,6.912483676,6.774929078,6.632455052,6.493828025,6.387861037,6.33387884,6.340610972,6.406238468,6.521567469,6.668082053,6.843948284,7.008385603,7.123963085,7.233171508,7.351254055,7.446391083,7.522688783,7.634714717,7.715534045,7.734424738,7.756127964,7.783290303,7.799605757,7.819601723,7.853252902,7.883116524,7.93854871,8.004771122,8.033463569,8.046972771,8.089931179,8.155950729,8.208610728,8.263147043,8.33405755,8.425539558,8.547316423,8.701958533,8.863715155,9.02800185,9.180199139,9.325263573,9.506630995,9.728845625,9.945970382,10.10771115,10.15792329,10.09985956,9.984368186,9.811582491,9.593076031,9.380216499,9.209016987,9.034134436,8.829437287,8.621887823,8.371081577,8.097731253,7.892827135,7.743721436
Middle East & North Africa,MEA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.26536926,52.98370193,52.75954309,52.56648809,52.43966103,52.35590668,52.27250114,52.21327241,52.18901002,52.19257923,52.20646073,52.22881994,52.25956549,52.30946073,52.38176551,52.41067572,52.38476984,52.41589671,52.50065579,52.58090461,52.66125443,52.85432622,53.03118546,53.09028569,53.15468473,53.2323099,53.32107229,53.42373727,53.5562355,53.74062972,54.02984648,54.42213229,54.76292156,55.06508824,55.46595115,56.03079452,56.66216256,57.36470858,58.1173124,58.88247391,59.64755683,60.39779712,61.07818459,61.72331779,62.36127765,62.98818131,63.65545193,64.31175594,64.82640682,65.18685269,65.40242294,65.44305436,65.37217454,65.22882082,65.02473061,64.83188524,64.71972135,64.65568473,64.61703422,64.618866,64.59965111,64.61897357,64.75269523,64.93756741
Middle East & North Africa,MEA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,53.61186317,53.33032537,53.10216939,52.9019558,52.76175172,52.66333784,52.56871749,52.49692082,52.45521721,52.43761463,52.43027266,52.43226446,52.44087094,52.46834874,52.51960995,52.54954226,52.54464304,52.56399196,52.60336498,52.63248761,52.6583747,52.76577527,52.86910843,52.88919056,52.90975735,52.94051858,52.98422396,53.04454916,53.13476328,53.27800583,53.54611148,53.91284566,54.22276808,54.49774447,54.87239475,55.41726757,56.04084429,56.74487347,57.49415331,58.2526212,59.01557811,59.76655839,60.44443673,61.07956251,61.70914983,62.31843365,62.93989758,63.53453194,63.98735252,64.29730305,64.4901724,64.51703351,64.42424331,64.25784496,64.03093547,63.80059937,63.64370045,63.56187653,63.53089244,63.55390926,63.57776053,63.63916371,63.79599371,64.00112912
Middle East & North Africa,MEA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,11.42114872,11.65864364,11.84341242,12.00336131,12.10999284,12.18007646,12.25612707,12.30193973,12.30782335,12.31293278,12.3281427,12.34939834,12.40254069,12.47816098,12.53003669,12.54374828,12.54650206,12.54958049,12.53599773,12.50598851,12.46605303,12.38101207,12.28555691,12.2168493,12.15184973,12.10164275,12.07737106,12.08130698,12.115357,12.18248695,12.24994707,12.30262851,12.39638513,12.52610991,12.62756029,12.67545965,12.69511005,12.6532852,12.54396863,12.38935539,12.19789798,11.98828647,11.78527695,11.5687531,11.31372808,11.01314167,10.64986377,10.25501299,9.892459742,9.589453727,9.358448473,9.199568486,9.078004931,8.986693655,8.93819218,8.913504367,8.899260715,8.921168145,8.983229917,9.067541571,9.197338243,9.347716577,9.471921349,9.573284097
Middle East & North Africa,MEA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.97422345,43.2530772,43.46294206,43.64443991,43.76167725,43.8380388,43.92368595,43.99286329,44.02925119,44.03923985,44.03994579,44.03171632,44.01436695,43.97732234,43.92089728,43.90418087,43.93413997,43.91684473,43.86179113,43.81238648,43.76144919,43.60454404,43.46424557,43.43274495,43.38682387,43.31755135,43.22774493,43.11374996,42.96239884,42.755312,42.45184142,42.02903966,41.65621821,41.31324254,40.86847729,40.26077585,39.56951991,38.79141153,37.9778107,37.16781313,36.36268819,35.57663689,34.85932775,34.18305807,33.52355283,32.88561732,32.21972742,31.56884157,31.05622299,30.68698647,30.44403847,30.34960264,30.34952544,30.41461794,30.53187159,30.62929921,30.63553782,30.57931861,30.48749056,30.34737921,30.22144678,30.06608913,29.80294034,29.46602398
